Device Type,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Zone Traffic (StL Index)
Commercial,Origin,4,Norell Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),585
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),34268
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),2359
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),9795
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),13335
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),6438
Commercial,Origin,6,West TH 36,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),2342
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),44765
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),2853
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),12805
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),17762
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),8676
Commercial,Origin,6,West TH 36,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),2669
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),9625
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),1041
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),2641
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2796
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1699
Commercial,Origin,6,West TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),1447
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),7721
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),242
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2296
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2989
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),1810
Commercial,Origin,7,North Manning Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),384
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),9764
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),279
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),2900
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),3795
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),2370
Commercial,Origin,7,North Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),419
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),2227
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),126
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),736
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),730
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),447
Commercial,Origin,7,North Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),188
Commercial,Origin,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),122
Commercial,Origin,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),35
Commercial,Origin,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),64
Commercial,Origin,8,South Manning Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),23
Commercial,Origin,8,South Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),175
Commercial,Origin,8,South Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),43
Commercial,Origin,8,South Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),98
Commercial,Origin,8,South Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),33
Commercial,Origin,8,South Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),29
Commercial,Origin,8,South Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),14
Commercial,Origin,8,South Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),16
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),24472
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),1882
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),6975
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),9288
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),4947
Commercial,Origin,9,East TH 36,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),1380
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),32624
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),2337
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),9440
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),12516
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),6632
Commercial,Origin,9,East TH 36,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),1697
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),5527
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),648
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),1133
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1788
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1283
Commercial,Origin,9,East TH 36,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),674
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),7720
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),244
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),2298
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),2978
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),1816
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),384
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),9751
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),283
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),2892
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),3795
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),2362
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),419
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),2257
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),126
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),765
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),709
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),468
Commercial,Middle Filter,1,Manning Ave,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),188
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),3752
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),240
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),1216
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),1620
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),528
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),148
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),4869
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),265
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),1531
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),2180
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),738
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),156
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),1076
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),143
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),412
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),276
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),96
Commercial,Middle Filter,2,TH 36 EB Stillwater Blvd Off Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),150
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),3807
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),112
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),1171
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),1672
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),649
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),204
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),4844
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),123
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),1403
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),2206
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),914
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),198
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),1187
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),91
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),419
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),366
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),135
Commercial,Middle Filter,3,TH 36 WB Stillwater Blvd On-Ramp,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),177
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),2587
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),175
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),743
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),1209
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),270
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),190
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),3240
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),223
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),838
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),1592
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),358
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),230
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),867
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),62
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),374
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),185
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),123
Commercial,Destination,10,Crestview Blvd E,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),124
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),994
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),37
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),207
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),509
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),188
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),54
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),1295
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),66
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),253
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),641
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),266
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),70
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),287
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),84
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),144
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),45
Commercial,Destination,11,Oak Green Ave South,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),14
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),149
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),4
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),46
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),82
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),17
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),221
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),7
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),61
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),123
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),30
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),48
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),35
Commercial,Destination,12,Stillwater Motors,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),14
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),1712
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),60
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),617
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),810
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),154
Commercial,Destination,13,58th St West,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),72
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),0: All Day (12am-12am),2177
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),1: Early AM (12am-6am),64
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),2: Peak AM (6am-10am),748
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),3: Mid-Day (10am-3pm),1076
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),4: Peak PM (3pm-7pm),210
Commercial,Destination,13,58th St West,yes,N/A,no,1: Average Weekday (M-Th),5: Late PM (7pm-12am),79
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),0: All Day (12am-12am),604
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),1: Early AM (12am-6am),68
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),2: Peak AM (6am-10am),296
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),152
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),8
Commercial,Destination,13,58th St West,yes,N/A,no,2: Average Weekend Day (Sa-Su),5: Late PM (7pm-12am),81
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),0: All Day (12am-12am),3105
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),1: Early AM (12am-6am),44
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),2: Peak AM (6am-10am),720
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),3: Mid-Day (10am-3pm),1608
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),4: Peak PM (3pm-7pm),516
Commercial,Destination,14,Greeley St,yes,N/A,no,0: Average Day (M-Su),5: Late PM (7pm-12am),216
